file,size_kb,ptx_version,sm_target,kernel_count,total_static_instructions,unique_opcodes,max_vreg_per_kernel,shared_mem_max_bytes,l2_pressure_score,l2_contention_risk,coalescing_ratio,shared_to_global_ratio,arithmetic_intensity,atomic_density_per1k,primary_domain,compute,memory,overhead,ld_global,st_global,ld_shared,st_shared,atom_global,red_global,cp_async,vector_ld,coalesced_patterns,uncoalesced_patterns,shared_bank_risk,predicated_branches
01304_bankconflict_free_shared_tiling_base.ptx,8.56,8.5,sm_87,1,176,23,113,0,3,LOW,1.0,22.0,0.899,0.0,AI_TRAINING,70,76,30,2,1,64,2,0,0,0,0,3,0,0,5
01304_split_train_infer_const_mem_base.ptx,1.62,8.5,sm_87,0,0,0,0,0,0,NONE,,,,0,DATA_MODULE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01305_9_resnet18_load_balancing_base_base.ptx,3.49,8.5,sm_87,1,30,19,12,0,2,LOW,1.0,0.0,1.833,0.0,AI_TRAINING,12,12,6,1,1,0,0,0,0,0,0,1,0,0,1
01305_atomic_shared_mem_4d_matrix_mult_edit_1.ptx,8.59,8.5,sm_87,1,176,23,114,0,6,LOW,1.0,33.0,0.897,5.68,AI_TRAINING,69,76,31,2,0,64,2,1,0,0,0,2,0,0,5
01305_optimized_warp_distribution_kernel_base.ptx,30.39,8.5,sm_87,1,799,36,589,0,42,LOW,1.0,0.0,11.167,0.0,FINANCE_QUANT,519,49,231,28,14,0,0,0,0,0,0,15,0,0,22
01306_warp_uniform_activation_kernel_base_base.ptx,10.3,8.5,sm_87,1,227,35,158,0,3,LOW,1.0,0.0,38.333,0.0,AI_TRAINING,138,10,79,2,1,0,0,0,0,0,0,2,0,0,7
01307_9_resnet18_shared_mem_bn_base.ptx,7.58,8.5,sm_87,1,142,36,57,0,14,LOW,1.0,0.143,4.688,0.0,AI_TRAINING,84,27,31,9,5,1,1,0,0,0,0,7,0,0,9
01307_aligned_memory_access_kernel_base.ptx,9.99,8.5,sm_87,1,215,32,173,0,6,LOW,1.0,0.0,20.5,0.0,FINANCE_QUANT,136,13,66,5,1,0,0,0,0,0,0,2,0,0,5
01308_9_resnet18_shared_mem_bn_base_base.ptx,8.55,8.5,sm_87,1,130,31,54,0,14,LOW,1.0,0.571,3.318,0.0,AI_TRAINING,79,33,18,9,5,4,4,0,0,0,0,6,0,0,6
01309_12_Matmul_with_diagonal_matrices_.ptx,3.28,8.5,sm_87,1,37,22,23,0,3,LOW,,0.0,2.667,0.0,HPC_LINEAR_ALGEBRA,10,8,19,2,1,0,0,0,0,0,0,0,0,0,2
01309_9_resnet18_shared_mem_optimized_base.ptx,5.7,8.5,sm_87,1,78,26,34,0,6,LOW,1.0,1.333,2.143,0.0,AI_TRAINING,33,25,20,5,1,4,4,0,0,0,0,2,0,0,3
01309_warp_primitive_activation_kernel_base_base.ptx,12.46,8.5,sm_87,1,286,37,215,0,9,LOW,1.0,0.0,18.0,0.0,FINANCE_QUANT,181,16,89,7,2,0,0,0,0,0,0,4,0,0,8
01310_9_resnet18_shared_mem_sync_optimized_base.ptx,7.79,8.5,sm_87,1,142,36,57,0,14,LOW,1.0,0.143,4.688,0.0,AI_TRAINING,84,27,31,9,5,1,1,0,0,0,0,7,0,0,9
01310_optimized_thread_block_indexing_base.ptx,3.3,8.5,sm_87,1,33,14,18,0,3,LOW,,0.0,2.667,0.0,HPC_LINEAR_ALGEBRA,10,8,15,2,1,0,0,0,0,0,0,0,0,0,1
01311_9_resnet18_coalesced_mem_access_base.ptx,8.69,8.5,sm_87,1,130,31,54,0,14,LOW,1.0,0.571,3.318,0.0,AI_TRAINING,79,33,18,9,5,4,4,0,0,0,0,6,0,0,6
01311_block_size_optimized_matmul_base.ptx,6.65,8.5,sm_87,1,151,31,84,0,15,LOW,,0.0,3.267,0.0,HPC_STENCIL,59,20,72,10,5,0,0,0,0,0,0,0,0,0,10
01312_9_resnet18_final_optimization_base.ptx,5.01,8.5,sm_87,1,57,26,21,0,6,LOW,1.0,0.333,2.75,0.0,AI_TRAINING,25,19,13,5,1,1,1,0,0,0,0,2,0,0,3
01312_minimize_warp_divergence_base.ptx,4.01,8.5,sm_87,1,64,24,27,0,5,LOW,1.0,0.0,3.8,0.0,HPC_LINEAR_ALGEBRA,25,10,29,3,2,0,0,0,0,0,0,2,0,0,6
01313_9_resnet18_warp_optimized_base.ptx,4.86,8.5,sm_87,1,52,22,21,0,6,LOW,1.0,0.0,3.667,0.0,AI_TRAINING,24,17,11,5,1,0,0,0,0,0,0,2,0,0,2
01313_aligned_ldg_activation_kernel_base_base.ptx,16.45,8.5,sm_87,1,409,40,280,0,12,LOW,1.0,0.0,18.5,0.0,AI_TRAINING,264,17,128,8,4,0,0,0,0,0,0,8,0,0,14
01313_diag_matmul_shared_warp_base.ptx,3.67,8.5,sm_87,1,47,24,18,0,3,LOW,,0.667,1.8,0.0,HPC_LINEAR_ALGEBRA,12,10,25,2,1,1,1,0,0,0,0,0,0,0,2
01314_9_resnet18_warp_bn_base.ptx,7.3,8.5,sm_87,1,134,31,75,0,14,LOW,1.0,0.0,5.214,0.0,AI_LLM,79,25,30,9,5,0,0,0,0,0,0,6,0,0,6
01314_dynamic_workload_activation_kernel_base_base.ptx,57.32,8.5,sm_87,1,1538,40,1117,0,60,MEDIUM,1.0,0.0,13.917,0.0,AI_TRAINING,997,67,474,44,16,0,0,0,0,0,0,27,0,0,50
01314_streamed_matmul_overlap_base.ptx,4.0,8.5,sm_87,1,64,24,27,0,5,LOW,1.0,0.0,3.8,0.0,HPC_LINEAR_ALGEBRA,25,10,29,3,2,0,0,0,0,0,0,2,0,0,6
01315_optimized_kernel_with_smaller_block_size_base.ptx,10.12,8.5,sm_87,1,215,32,173,0,6,LOW,1.0,0.0,20.5,0.0,FINANCE_QUANT,136,13,66,5,1,0,0,0,0,0,0,2,0,0,5
01315_resnet18_ldg_mem_align_base.ptx,9.93,8.5,sm_87,1,141,31,54,0,14,LOW,1.0,1.714,1.921,0.0,AI_TRAINING,79,49,13,9,5,20,4,0,0,0,0,6,0,0,6
01315_vectorized_load_store_base_base.ptx,11.82,8.5,sm_87,1,315,35,155,0,30,LOW,1.0,0.0,3.9,0.0,CRYPTOGRAPHY,137,35,143,20,10,0,0,0,0,0,5,1,0,0,20
01316_9_resnet18_coalesced_bn_base.ptx,8.31,8.5,sm_87,1,122,30,40,0,18,LOW,1.0,0.444,1.846,0.0,AI_TRAINING,57,37,28,11,7,4,4,0,0,0,0,3,0,0,9
01316_coalesced_memory_access_base_base.ptx,4.06,8.5,sm_87,1,59,21,35,0,5,LOW,,0.0,3.4,0.0,HPC_LINEAR_ALGEBRA,22,11,26,3,2,0,0,0,0,0,1,0,0,0,5
01316_constant_memory_activation_kernel_base.ptx,16.41,8.5,sm_87,1,416,42,296,0,8,LOW,1.0,0.0,20.083,0.0,FINANCE_QUANT,269,18,129,4,4,0,0,0,0,0,0,7,0,0,14
01317_fast_warp_shuffle_activation_base.ptx,15.41,8.5,sm_87,1,388,37,283,0,9,LOW,1.0,0.0,21.333,0.0,AI_TRAINING,227,14,147,5,4,0,0,0,0,0,0,2,0,0,11
01317_optimized_batchnorm_base.ptx,8.56,8.5,sm_87,1,130,31,54,0,14,LOW,1.0,0.571,3.318,0.0,AI_TRAINING,79,33,18,9,5,4,4,0,0,0,0,6,0,0,6
01317_vectorized_shared_diag_matmul_base_base.ptx,5.06,8.5,sm_87,1,83,29,36,0,5,LOW,1.0,0.4,4.0,0.0,CRYPTOGRAPHY,35,12,36,3,2,1,1,0,0,0,1,1,0,0,7
01318_load_balanced_activation_kernel_base_base.ptx,10.94,8.5,sm_87,1,247,31,157,0,12,LOW,1.0,0.0,10.5,0.0,AI_TRAINING,152,19,76,8,4,0,0,0,0,0,0,5,0,0,10
01318_optimized_shared_memory_sync_base.ptx,3.47,8.5,sm_87,1,44,21,18,0,3,LOW,,0.667,1.8,0.0,HPC_LINEAR_ALGEBRA,12,10,22,2,1,1,1,0,0,0,0,0,0,0,2
01319_aligned_coalesced_memory_access_base.ptx,11.07,8.5,sm_87,1,295,32,158,0,30,LOW,,0.0,3.333,0.0,HPC_STENCIL,120,35,140,20,10,0,0,0,0,0,0,0,0,0,20
01319_fused_bn_base.ptx,5.74,8.5,sm_87,1,89,30,32,0,10,LOW,1.0,0.8,1.773,0.0,AI_TRAINING,45,26,18,5,5,4,4,0,0,0,0,2,0,0,6
01320_grid_stride_2d_even_base.ptx,3.48,8.5,sm_87,1,47,17,22,0,3,LOW,1.0,0.0,4.333,0.0,HPC_LINEAR_ALGEBRA,17,8,22,2,1,0,0,0,0,0,0,1,0,0,4
01320_streamed_activation_kernel_base_base_base.ptx,16.47,8.5,sm_87,1,409,40,280,0,12,LOW,1.0,0.0,18.5,0.0,AI_TRAINING,264,17,128,8,4,0,0,0,0,0,0,8,0,0,14
01321_constant_mem_activation_kernel_base_base_base.ptx,15.89,8.5,sm_87,1,407,45,276,0,8,LOW,1.0,0.0,18.917,0.0,AI_TRAINING,255,16,136,4,4,0,0,0,0,0,0,7,0,0,14
01321_shared_memory_optimized_base_base.ptx,3.36,8.5,sm_87,1,39,20,17,0,3,LOW,1.0,0.667,1.6,0.0,HPC_LINEAR_ALGEBRA,12,10,17,2,1,1,1,0,0,0,0,1,0,0,4
01322_diag_matmul_combined_base.ptx,4.35,8.5,sm_87,1,71,30,30,0,5,LOW,1.0,0.4,3.143,0.0,HPC_LINEAR_ALGEBRA,28,12,31,3,2,1,1,0,0,0,1,1,0,0,6
01322_optimized_thread_block_mapping_kernel_base.ptx,16.9,8.5,sm_87,1,417,41,299,0,15,LOW,1.0,0.0,16.067,0.0,FINANCE_QUANT,269,22,126,11,4,0,0,0,0,0,0,8,0,0,14
01323_9_resnet18_3d_grid_base_base.ptx,6.78,8.5,sm_87,1,114,27,47,0,14,LOW,1.0,0.0,3.857,0.0,HPC_STENCIL,62,25,27,9,5,0,0,0,0,0,0,4,0,0,6
01323_constant_memory_optimized_activation_kernel_base.ptx,15.64,8.5,sm_87,1,396,41,276,0,8,LOW,1.0,0.0,18.583,0.0,AI_TRAINING,251,16,129,4,4,0,0,0,0,0,0,7,0,0,14
01323_hybrid_diag_matmul_base.ptx,13.8,8.5,sm_87,1,375,39,172,0,35,LOW,1.0,0.0,3.886,0.0,CRYPTOGRAPHY,163,41,171,23,12,0,0,0,0,0,5,3,0,0,27
01324_9_resnet18_modular_device_base_base.ptx,18.84,8.5,sm_87,1,460,30,152,0,74,MEDIUM,1.0,0.0,3.541,0.0,AI_TRAINING,294,85,81,39,35,0,0,0,0,0,0,36,0,0,35
01324_diag_matmul_combined_base.ptx,4.34,8.5,sm_87,1,71,31,28,0,5,LOW,1.0,0.6,2.375,0.0,HPC_LINEAR_ALGEBRA,26,13,32,3,2,2,1,0,0,0,1,1,0,0,5
01325_9_resnet18_shared_warp_reduction_base.ptx,20.89,8.5,sm_87,1,471,33,152,0,74,MEDIUM,1.0,0.108,3.195,0.0,AI_TRAINING,295,93,83,39,35,4,4,0,0,0,0,36,0,0,36
01325_hybrid_diag_matmul_base.ptx,9.39,8.5,sm_87,1,233,40,100,0,20,LOW,1.0,0.0,4.3,0.0,CRYPTOGRAPHY,103,26,104,13,7,0,0,0,0,0,5,3,0,0,17
01325_modular_activation_kernel_base_base_base.ptx,16.32,8.5,sm_87,1,412,45,290,0,12,LOW,1.0,0.0,19.5,0.0,AI_TRAINING,262,17,133,8,4,0,0,0,0,0,0,8,0,0,14
01326_9_resnet18_indexing_opt_base.ptx,4.55,8.5,sm_87,1,49,20,21,0,6,LOW,1.0,0.0,3.0,0.0,AI_TRAINING,20,16,13,5,1,0,0,0,0,0,0,2,0,0,2
01326_unroll_diag_matmul_base.ptx,7.56,8.5,sm_87,1,180,31,74,0,43,LOW,1.0,0.0,2.07,0.0,HPC_STENCIL,98,48,34,22,21,0,0,0,0,0,0,5,0,0,9
01327_9_resnet18_atomic_optimized_base.ptx,26.59,8.5,sm_87,1,525,32,220,0,74,MEDIUM,1.0,0.973,1.801,0.0,AI_TRAINING,296,157,72,39,35,70,2,0,0,0,0,37,0,0,36
01327_aligned_memory_access_base.ptx,5.08,8.5,sm_87,1,80,33,43,0,3,LOW,1.0,0.0,14.333,0.0,AI_TRAINING,48,10,22,2,1,0,0,0,0,0,0,2,0,0,3
01327_warp_optimized_diag_matmul_base.ptx,6.04,8.5,sm_87,1,119,33,64,0,13,LOW,1.0,0.0,3.769,0.0,CRYPTOGRAPHY,58,18,43,7,6,0,0,0,0,0,5,2,0,0,9
01328_9_resnet18_fused_warp_base_base.ptx,29.46,8.5,sm_87,1,770,37,642,0,88,MEDIUM,1.0,0.0,5.864,0.0,AI_TRAINING,555,99,116,46,42,0,0,0,0,0,21,13,0,0,41
01328_optimized_block_size_diag_matmul_base.ptx,9.58,8.5,sm_87,1,233,40,100,0,20,LOW,1.0,0.0,4.3,0.0,CRYPTOGRAPHY,103,26,104,13,7,0,0,0,0,0,5,3,0,0,17
01328_shared_mem_activation_bias_base.ptx,5.33,8.5,sm_87,1,88,35,44,0,4,LOW,1.0,0.5,7.167,0.0,AI_TRAINING,48,13,27,2,2,1,1,0,0,0,0,2,0,0,3
01329_9_ResNet18_sync_optimized_base.ptx,4.26,8.5,sm_87,1,77,24,29,0,15,LOW,1.0,0.0,2.6,0.0,AI_TRAINING,44,18,15,10,5,0,0,0,0,0,0,4,0,0,5
01329_warp_optimized_diag_matmul_base.ptx,3.55,8.5,sm_87,1,42,20,19,0,3,LOW,1.0,0.0,3.0,0.0,HPC_LINEAR_ALGEBRA,12,8,22,2,1,0,0,0,0,0,0,1,0,0,3
01330_7_conv3d_fused_atomic_opt_base.ptx,5.27,8.5,sm_87,1,86,37,41,0,3,LOW,1.0,0.667,8.0,0.0,AI_TRAINING,47,12,27,2,1,1,1,0,0,0,0,2,0,0,3
01330_optimal_block_diag_matmul_kernel_base.ptx,8.31,8.5,sm_87,1,191,36,74,0,23,LOW,1.0,0.0,4.0,0.0,HPC_STENCIL,107,29,55,12,11,0,0,0,0,0,5,7,0,0,15
01331_block_size_tuned_base_base.ptx,11.06,8.5,sm_87,1,250,33,159,0,12,LOW,1.0,0.0,9.5,0.0,AI_TRAINING,158,21,71,8,4,0,0,0,0,0,0,6,0,0,9
01331_uniform_control_flow_diag_matmul_base.ptx,7.74,8.5,sm_87,1,180,31,74,0,43,LOW,1.0,0.0,2.07,0.0,HPC_STENCIL,98,48,34,22,21,0,0,0,0,0,0,5,0,0,9
01332_coalesced_diag_matmul_base.ptx,4.74,8.5,sm_87,2,66,23,22,0,6,LOW,1.0,0.0,3.833,0.0,HPC_LINEAR_ALGEBRA,27,14,25,4,2,0,0,0,0,0,1,4,0,0,4
01332_fused_residual_base.ptx,3.98,8.5,sm_87,2,44,17,11,0,6,LOW,1.0,0.0,2.333,0.0,AI_TRAINING,16,14,14,4,2,0,0,0,0,0,0,2,0,0,2
01332_modular_device_functions_base_base.ptx,10.78,8.5,sm_87,1,244,31,161,0,12,LOW,1.0,0.0,11.5,0.0,AI_TRAINING,155,19,70,8,4,0,0,0,0,0,0,6,0,0,9
01333_flat_no_atomic_diag_matmul_base.ptx,5.89,8.5,sm_87,2,87,27,26,0,6,LOW,,0.0,3.5,0.0,HPC_LINEAR_ALGEBRA,27,16,44,4,2,0,0,0,0,0,1,0,0,0,6
01333_modular_device_functions_base_base.ptx,10.93,8.5,sm_87,1,248,31,157,0,12,LOW,1.0,0.0,11.167,0.0,AI_TRAINING,159,19,70,8,4,0,0,0,0,0,0,6,0,0,9
01333_resnet18_unroll_optimized_base.ptx,4.28,8.5,sm_87,1,77,24,29,0,15,LOW,1.0,0.0,2.6,0.0,AI_TRAINING,44,18,15,10,5,0,0,0,0,0,0,4,0,0,5
01334_9_ResNet18_memory_optimized_base.ptx,2.81,8.5,sm_87,1,25,17,11,0,3,LOW,1.0,0.0,3.0,0.0,AI_TRAINING,11,6,8,2,1,0,0,0,0,0,0,1,0,0,2
01334_shared_memory_diag_matmul_base.ptx,3.66,8.5,sm_87,1,47,19,21,0,3,LOW,1.0,0.667,2.8,0.0,HPC_LINEAR_ALGEBRA,17,9,21,2,1,1,1,0,0,0,0,3,0,0,4
01334_stream_pipelined_kernel_base_base.ptx,5.34,8.5,sm_87,1,78,31,40,0,3,LOW,1.0,0.0,13.333,0.0,AI_TRAINING,45,12,21,2,1,0,0,0,0,0,0,2,0,0,3
01335_9_ResNet18_blocksize_tuned_base.ptx,7.12,8.5,sm_87,2,150,28,29,0,30,LOW,1.0,0.0,2.6,0.0,HPC_LINEAR_ALGEBRA,88,36,26,20,10,0,0,0,0,0,0,8,0,0,10
01335_strided_diag_matmul_opt_base.ptx,6.7,8.5,sm_87,1,151,31,84,0,15,LOW,,0.0,3.267,0.0,HPC_STENCIL,59,20,72,10,5,0,0,0,0,0,0,0,0,0,10
01335_warp_uniform_flow_base_base.ptx,11.06,8.5,sm_87,1,244,32,167,0,12,LOW,1.0,0.0,9.286,0.0,AI_TRAINING,154,21,69,8,4,0,0,0,0,0,0,5,0,0,8
01336_shared_mem_diag_matmul_base_base.ptx,8.05,8.5,sm_87,2,140,38,40,0,12,LOW,1.0,0.333,2.125,0.0,HPC_STENCIL,51,27,62,7,5,2,2,0,0,0,1,1,0,0,12
01336_warp_optimized_shared_mem_base_base.ptx,11.59,8.5,sm_87,1,261,38,160,0,9,LOW,1.0,0.556,8.0,0.0,AI_TRAINING,153,23,85,5,4,4,1,0,0,0,0,2,0,0,9
01337_coalesced_memory_vectorized_base_base.ptx,10.73,8.5,sm_87,1,238,34,165,0,6,LOW,1.0,0.0,16.25,0.0,AI_TRAINING,153,15,70,5,1,0,0,0,0,0,0,5,0,0,7
01337_ldg_aligned_diag_matmul_base_base.ptx,6.21,8.5,sm_87,2,96,29,38,0,6,LOW,,0.0,5.0,0.0,HPC_LINEAR_ALGEBRA,36,16,44,4,2,0,0,0,0,0,1,0,0,0,6
01338_9_resnet18_coalesced_base.ptx,8.12,8.5,sm_87,1,178,26,141,0,30,LOW,1.0,0.0,3.667,0.0,AI_TRAINING,120,35,23,20,10,0,0,0,0,0,5,8,0,0,10
01338_optimized_diag_matmul_base.ptx,8.56,8.5,sm_87,1,211,39,89,0,45,LOW,1.0,0.0,2.244,0.0,HPC_STENCIL,113,50,48,23,22,0,0,0,0,0,1,5,0,0,12
01339_9_ResNet18_blocksize_tuned_v2_base.ptx,6.7,8.5,sm_87,2,116,20,24,0,24,LOW,1.0,0.0,2.333,0.0,AI_TRAINING,66,30,20,16,8,0,0,0,0,0,0,4,0,0,10
01339_hybrid_diag_matmul_base.ptx,10.81,8.5,sm_87,1,276,36,106,0,55,MEDIUM,1.0,0.0,2.618,0.0,HPC_STENCIL,161,61,54,28,27,0,0,0,0,0,5,10,0,0,17
01340_adaptive_diag_matmul_base.ptx,14.52,8.5,sm_87,1,385,41,183,0,35,LOW,1.0,0.086,3.553,0.0,HPC_STENCIL,164,44,177,23,12,2,1,0,0,0,5,3,0,0,29
01340_optimized_activation_bias_fusion_base.ptx,13.22,8.5,sm_87,1,308,41,207,0,5,LOW,1.0,1.2,10.467,0.0,AI_TRAINING,187,22,99,3,2,5,1,0,0,0,0,3,0,0,9
01341_optimized_activation_bias_kernel_base.ptx,11.12,8.5,sm_87,1,247,37,166,0,3,LOW,1.0,1.667,12.7,0.0,AI_TRAINING,151,17,79,2,1,4,1,0,0,0,0,2,0,0,8
01341_unified_diag_matmul_base.ptx,4.86,8.5,sm_87,1,85,34,42,0,6,LOW,1.0,0.0,3.833,0.0,IMAGE_PROCESSING,31,12,42,4,2,0,0,0,0,0,1,1,0,0,8
01342_shared_memory_optimized_diag_matmul_base.ptx,6.66,8.5,sm_87,1,135,33,67,0,15,LOW,1.0,0.133,3.706,0.0,HPC_STENCIL,75,22,38,8,7,1,1,0,0,0,5,6,0,0,12
01343_stride_diag_matmul_base.ptx,6.63,8.5,sm_87,1,151,31,84,0,15,LOW,,0.0,3.267,0.0,HPC_STENCIL,59,20,72,10,5,0,0,0,0,0,0,0,0,0,10
01343_warp_optimized_activation_bias_base_base.ptx,17.83,8.5,sm_87,1,445,39,289,0,15,LOW,1.0,0.0,11.158,0.0,AI_TRAINING,253,26,166,11,4,0,0,0,0,0,0,8,0,0,18
01344_diag_matmul_2d_base.ptx,3.36,8.5,sm_87,1,39,19,15,0,3,LOW,1.0,0.667,2.0,0.0,HPC_LINEAR_ALGEBRA,13,10,16,2,1,1,1,0,0,0,0,2,0,0,2
01344_shared_memory_optimized_base_base.ptx,13.11,8.5,sm_87,1,302,38,168,0,9,LOW,1.0,2.333,3.969,0.0,AI_TRAINING,158,39,105,5,4,12,9,0,0,0,0,2,0,0,19
01345_resnet18_modular_fused_base.ptx,7.55,8.5,sm_87,2,169,29,29,0,30,LOW,1.0,0.0,2.6,0.0,HPC_STENCIL,88,36,45,20,10,0,0,0,0,0,0,8,0,0,10
01345_streamed_diag_matmul_base_base.ptx,5.98,8.5,sm_87,2,87,27,26,0,6,LOW,,0.0,3.5,0.0,UNKNOWN,27,16,44,4,2,0,0,0,0,0,1,0,0,0,6
01346_fully_unrolled_vectorized_base_base.ptx,16.24,8.5,sm_87,1,396,36,282,0,15,LOW,1.0,0.0,11.158,0.0,AI_TRAINING,251,26,119,11,4,0,0,0,0,0,0,8,0,0,11
01347_9_ResNet18_warp_optimized_base_base.ptx,10.41,8.5,sm_87,1,241,34,166,0,30,LOW,1.0,0.0,3.3,0.0,CRYPTOGRAPHY,164,33,44,20,10,0,0,0,0,0,5,7,0,0,15
01347_shared_memory_optimized_base_base_base.ptx,17.92,8.5,sm_87,1,441,44,279,0,9,LOW,1.0,2.0,6.968,0.0,AI_TRAINING,259,38,144,5,4,12,6,0,0,0,0,3,0,0,13
01347_unrolled_diag_matmul_base.ptx,7.24,8.5,sm_87,2,133,23,50,0,18,LOW,1.0,0.0,2.389,0.0,CRYPTOGRAPHY,57,28,48,10,8,0,0,0,0,0,4,3,0,0,14
01348_balanced_workload_vectorized_base_base.ptx,19.59,8.5,sm_87,1,496,41,332,0,9,LOW,1.0,1.444,10.833,0.0,AI_TRAINING,309,31,156,7,2,8,5,0,0,0,0,4,0,0,17
01348_minimal_sync_diag_matmul_base_base.ptx,7.68,8.5,sm_87,1,164,35,90,0,17,LOW,1.0,0.176,4.05,0.0,CRYPTOGRAPHY,95,25,44,9,8,2,1,0,0,0,7,6,0,0,14
01349_9_ResNet18_tuned_blocksize_base.ptx,2.8,8.5,sm_87,1,25,17,11,0,3,LOW,1.0,0.0,3.0,0.0,AI_TRAINING,11,6,8,2,1,0,0,0,0,0,0,1,0,0,2
01349_aggressive_unroll_vectorized_activation_base_base.ptx,24.89,8.5,sm_87,1,646,39,440,0,33,LOW,1.0,0.0,10.114,0.0,AI_TRAINING,416,42,188,22,11,0,0,0,0,0,0,15,0,0,18
01349_stride_loop_diag_matmul_base.ptx,6.14,8.5,sm_87,2,91,29,28,0,6,LOW,,0.0,3.667,0.0,UNKNOWN,29,17,45,4,2,0,0,0,0,0,1,0,0,0,7
01350_9_ResNet18_min_sync_optimized_base_base.ptx,7.66,8.5,sm_87,2,156,28,25,0,24,LOW,1.0,0.667,1.0,0.0,HPC_LINEAR_ALGEBRA,58,46,52,16,8,8,8,0,0,0,0,2,0,0,20
01350_memory_coalesced_aligned_base_base_base.ptx,31.25,8.5,sm_87,1,802,33,657,0,24,LOW,1.0,0.0,13.312,0.0,AI_TRAINING,510,39,253,20,4,0,0,0,0,0,0,5,0,0,20
01350_optimized_thread_block_indexing_base.ptx,3.3,8.5,sm_87,1,33,14,18,0,3,LOW,,0.0,2.667,0.0,HPC_LINEAR_ALGEBRA,10,8,15,2,1,0,0,0,0,0,0,0,0,0,1
01351_block_size_optimized_base_base_base.ptx,56.72,8.5,sm_87,1,1530,36,1133,0,60,MEDIUM,1.0,0.0,11.066,0.0,AI_TRAINING,997,83,450,44,16,0,0,0,0,0,0,29,0,0,44
01352_warp_optimized_vectorized_base_base_base.ptx,16.85,8.5,sm_87,1,420,39,283,0,9,LOW,1.0,0.0,15.846,0.0,AI_TRAINING,247,20,153,5,4,0,0,0,0,0,0,4,0,0,13
01353_9_ResNet18_blocksize_experiment_base.ptx,7.64,8.5,sm_87,2,156,28,25,0,24,LOW,1.0,0.667,1.0,0.0,HPC_LINEAR_ALGEBRA,58,46,52,16,8,8,8,0,0,0,0,2,0,0,20
01353_diag_matmul_shared_base.ptx,3.36,8.5,sm_87,1,34,19,20,0,3,LOW,1.0,0.667,1.6,0.0,HPC_LINEAR_ALGEBRA,11,9,14,2,1,1,1,0,0,0,0,1,0,0,3
01354_9_ResNet18_even_load_kernel_base.ptx,4.5,8.5,sm_87,1,82,26,38,0,15,LOW,1.0,0.0,2.733,0.0,AI_TRAINING,49,18,15,10,5,0,0,0,0,0,0,2,0,0,5
01354_optimized_thread_block_indexing_edit_1.ptx,3.32,8.5,sm_87,1,33,14,18,0,3,LOW,,0.0,2.667,0.0,HPC_LINEAR_ALGEBRA,10,8,15,2,1,0,0,0,0,0,0,0,0,0,1
01356_9_ResNet18_stride_optimized_base_base.ptx,2.86,8.5,sm_87,1,25,17,11,0,3,LOW,1.0,0.0,3.0,0.0,AI_TRAINING,11,6,8,2,1,0,0,0,0,0,0,1,0,0,2
01357_diag_matmul_shared_edit_1.ptx,3.38,8.5,sm_87,1,34,19,20,0,3,LOW,1.0,0.667,1.6,0.0,HPC_LINEAR_ALGEBRA,11,9,14,2,1,1,1,0,0,0,0,1,0,0,3
01358_diag_matmul_shared_coalesced_base.ptx,3.62,8.5,sm_87,1,33,19,19,0,3,LOW,1.0,0.667,1.6,0.0,HPC_LINEAR_ALGEBRA,11,9,13,2,1,1,1,0,0,0,0,1,0,0,3
01358_fused_add_relu_optimized_base.ptx,13.63,8.5,sm_87,3,337,37,145,0,60,MEDIUM,1.0,0.0,3.183,0.0,HPC_STENCIL,211,69,57,40,20,0,0,0,0,0,5,16,0,0,20
01358_hybrid_vectorized_activation_base.ptx,12.92,8.5,sm_87,1,300,38,211,0,9,LOW,1.0,0.0,12.385,0.0,AI_TRAINING,190,20,90,7,2,0,0,0,0,0,0,7,0,0,9
01359_aggressive_unroll_vectorized_fused_base_base.ptx,38.94,8.5,sm_87,1,1033,39,770,0,33,LOW,1.0,0.0,15.865,0.0,AI_TRAINING,687,44,302,26,7,0,0,0,0,0,0,23,0,0,24
01359_diag_matmul_streams_base.ptx,3.37,8.5,sm_87,1,34,19,20,0,3,LOW,1.0,0.667,1.6,0.0,HPC_LINEAR_ALGEBRA,11,9,14,2,1,1,1,0,0,0,0,1,0,0,3
01359_optimized_resnet18_cuda_base.ptx,7.54,8.5,sm_87,2,156,28,25,0,24,LOW,1.0,0.667,1.0,0.0,HPC_LINEAR_ALGEBRA,58,46,52,16,8,8,8,0,0,0,0,2,0,0,20
01360_diag_matmul_constant_base.ptx,3.06,8.5,sm_87,1,33,18,16,0,2,LOW,1.0,0.0,2.667,0.0,HPC_LINEAR_ALGEBRA,11,7,15,1,1,0,0,0,0,0,0,1,0,0,3
01360_memory_coalesced_vectorized_optimal_base.ptx,17.81,8.5,sm_87,1,442,38,320,0,15,LOW,1.0,0.0,12.316,0.0,AI_TRAINING,279,26,137,10,5,0,0,0,0,0,0,6,0,0,13
01360_optimized_resnet_cuda_base.ptx,7.52,8.5,sm_87,2,156,28,25,0,24,LOW,1.0,0.667,1.0,0.0,HPC_LINEAR_ALGEBRA,58,46,52,16,8,8,8,0,0,0,0,2,0,0,20
